id,description,category,standard,active
11920.66.7.6.01,SALPINGOLISIS POR LAPAROTOMIA,Cirugía,PDSS 10.0,1
11940.69.1.3.02,SECCION DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROSCOPICA,Cirugía,PDSS 10.0,1
11941.69.1.3.01,SECCION DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROTOMIA,Cirugía,PDSS 10.0,1
11956.70.1.4.10,SECCION O INCISION DE TABIQUE VAGINAL,Cirugía,PDSS 10.0,1
11959.01.2.5.01,SECUESTRECTOMIA DE CRANEO POR CRANIECTOMIA,Cirugía,PDSS 10.0,1
11966.77.0.9.01,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE ARTEJO O DE FALANGES DE PIE (UNA O MAS)",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11968.77.0.9.02,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE FALANGES DE MANO (UNA O MAS)",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11970.77.0.5.00,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE FEMUR SOD",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11971.77.0.9.20,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE HUESOS PELVIANOS",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11973.77.0.2.00,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE HUMERO SOD",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11974.77.0.3.01,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO O CUBITO",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11975.77.0.3.02,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO Y CUBITO",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11978.77.0.6.00,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE ROTULA SOD",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11980.77.0.8.02,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TARSIANOS Y METATARSIANOS (UNO O MAS) +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11981.77.0.8.01,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TARSO O METATARSO (UNO O MAS)+",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11982.77.0.7.01,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TIBIA O PERONE",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11983.77.0.7.02,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TIBIA Y PERONE",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
11986.77.0.1.00,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO O CURETAJE DE ESCAPULA, CLAVICULA O TORAX (COSTILLAS Y ESTERNON) SOD",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12000.21.8.8.01,SEPTORRINOPLASTIA FUNCIONAL PRIMARIA NCOC §,Cirugía,PDSS 10.0,1
12042.26.3.2.03,SIALOADENECTOMIA DE GLANDULA SUBLINGUAL,Cirugía,PDSS 10.0,1
12043.26.3.2.04,SIALOADENECTOMIA DE GLANDULA SUBMAXILAR (SUBMANDIBULAR),Cirugía,PDSS 10.0,1
12044.26.3.2.05,SIALOADENECTOMIA DE GLANDULAS PALATINAS,Cirugía,PDSS 10.0,1
12045.26.3.2.06,SIALOADENECTOMIA DE GLANDULAS SALIVALES MENORES,Cirugía,PDSS 10.0,1
12085.80.7.2.01,SINOVECTOMIA DE CODO PARCIAL VIA ABIERTA,Cirugía,PDSS 10.0,1
12087.80.7.2.02,SINOVECTOMIA DE CODO TOTAL VIA ABIERTA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12091.80.7.1.01,SINOVECTOMIA DE HOMBRO PARCIAL VIA ABIERTA,Cirugía,PDSS 10.0,1
12097.80.7.3.01,SINOVECTOMIA DE MUÑECA PARCIAL VIA ABIERTA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12099.80.7.3.02,SINOVECTOMIA DE MUÑECA TOTAL VIA ABIERTA,Cirugía,PDSS 10.0,1
12103.80.7.6.03,SINOVECTOMIA PARCIAL DE RODILLA POR ARTROSCOPIA,Cirugía,PDSS 10.0,1
12104.80.7.6.01,SINOVECTOMIA DE RODILLA PARCIAL VIA ABIERTA,Cirugía,PDSS 10.0,1
12105.80.7.6.04,SINOVECTOMIA TOTAL  DE RODILLA POR ARTROSCOPIA,Cirugía,PDSS 10.0,1
12106.80.7.6.02,SINOVECTOMIA DE RODILLA TOTAL VIA ABIERTA,Cirugía,PDSS 10.0,1
12110.80.7.7.01,SINOVECTOMIA DE TOBILLO PARCIAL VIA ABIERTA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12112.80.7.7.02,SINOVECTOMIA DE TOBILLO TOTAL VIA ABIERTA,Cirugía,PDSS 10.0,1
12117.80.7.5.01,"SINOVECTOMIA PARCIAL DE CADERA, VIA ABIERTA +",Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12119.80.7.5.02,"SINOVECTOMIA TOTAL DE CADERA, VIA ABIERTA +",Cirugía,PDSS 10.0,1
12128.22.4.1.03,SINUSOTOMIA FRONTAL VIA CORONAL CON COLGAJO OSTEOPLASTICO,Cirugía,PDSS 10.0,1
12161.07.2.1.20,SUPRARRENALECTOMIA POR LAPAROSCOPIA,Cirugía,PDSS 10.0,1
12193.97.0.2,SUSTITUCION DE TUBO (SONDA) DE GASTROSTOMIA,Cirugía,PDSS 10.0,1
12197.97.2.3,SUSTITUCION DE TUBO DE TRAQUEOSTOMIA,Cirugía,PDSS 10.0,1
12207.02.4.2.00,SUSTITUCION O REEMPLAZO DE DERIVACION VENTRICULAR SOD §,Cirugía,PDSS 10.0,1
12224.11.5.1.00,SUTURA DE CORNEA SOD,Cirugía,PDSS 10.0,1
12226.44.6.1.00,SUTURA DE DESGARRO O HERIDA DE ESTOMAGO (GASTRORRAFIA) SOD,Cirugía,PDSS 10.0,1
12236.46.7.1.00,SUTURA DE HERIDA DE DUODENO SOD,Cirugía,PDSS 10.0,1
12245.10.6.1.00,SUTURA DE LA CONJUNTIVA SOD,Cirugía,PDSS 10.0,1
12248.33.4.1.00,SUTURA DE LACERACION BRONQUIAL SOD,Cirugía,PDSS 10.0,1
12258.61.4.1.00,SUTURA DE LACERACION DE ESCROTO Y TUNICA VAGINALIS SOD,Cirugía,PDSS 10.0,1
12274.34.7.1.00,SUTURA DE LACERACION DE PARED TORACICA SOD,Cirugía,PDSS 10.0,1
12278.31.7.1.00,SUTURA DE LACERACION DE TRAQUEA (TRAQUEORRAFIA) SOD,Cirugía,PDSS 10.0,1
12283.34.8.2.02,SUTURA DE LACERACION DIAFRAGMATICA VIA ABDOMINAL POR LAPAROTOMIA,Cirugía,PDSS 10.0,1
12316.44.4.0.00,SUTURA DE ULCERA PERFORADA CON VAGOTOMIA Y EPIPLOPLASTIA SOD,Cirugía,PDSS 10.0,1
12333.83.6.3.05,REPARACION DEL MANGUITO ROTADOR POR ARTROSCOPIA,Cirugía,PDSS 10.0,1
12341.08.8.4.02,SUTURA PROFUNDA DE HERIDA MULTIPLE DE PARPADO [BLEFARORRAFIA COMPLEJA],Cirugía,PDSS 10.0,1
12342.08.8.4.01,SUTURA PROFUNDA DE HERIDA UNICA DE PARPADO [BLEFARORRAFIA COMPLEJA],Cirugía,PDSS 10.0,1
12349.81.9.4.10,SUTURA SIMPLE DEL TENDON DE AQUILES +,Cirugía,PDSS 10.0,1
12428.83.8.8.30,TENODESIS NCOC +,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12436.83.6.2.01,TENORRAFIA DE FLEXORES DE ANTEBRAZO (UNO O MAS),Cirugía,PDSS 10.0,1
12445.82.3.3.03,TENOSINOVECTOMIA FLEXORES MANO (UNO O MAS),Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12480.93.3.9.00,TERAPIA DE INTEGRACION SENSORIAL SOD §,Rehabilitación,PDSS 10.0,1
12482.93.3.6.00,TERAPIA DE REHABILITACION CARDIACA SOD +,Rehabilitación,PDSS 10.0,1
12483.93.3.5.00,TERAPIA DE REHABILITACION PULMONAR SOD §,Rehabilitación,PDSS 10.0,1
12487.93.1.0.00,TERAPIA FISICA INTEGRAL SOD +,Rehabilitación,PDSS 10.0,1
12499.93.3.3.00,TERAPIA MODALIDADES HIDRAULICAS E HIDRICAS SOD +,Rehabilitación,PDSS 10.0,1
12502.93.8.3.00,TERAPIA OCUPACIONAL INTEGRAL SOD §,Rehabilitación,PDSS 10.0,1
12507.93.9.4.00,TERAPIA RESPIRATORIA INTEGRAL SOD,Rehabilitación,PDSS 10.0,1
12508.39.9.8,TERAPIA DE REEEMPLAZO RENAL CONTINUA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12512.90.2.0.42,TIEMPO ACTIVADO DE COAGULACION,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12515.90.2.0.48,TIEMPO DE TROMBINA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12520.19.4.1.00,TIMPANOPLASTIA O MIRINGOPLASTIA SOD §,Cirugía,PDSS 10.0,1
12521.19.4.1.01,TIMPANOPLASTIA TIPO I (CIERRE DE PERFORACION) +,Cirugía,PDSS 10.0,1
12522.19.4.1.02,"TIMPANOPLASTIA TIPO II (CON RECONSTRUCCION DE CADENA OSEA: MARTILLO, YUNQUE Y/O ESTRIBO U OSICULOPLASTIA) +",Cirugía,PDSS 10.0,1
12523.19.4.1.03,TIMPANOPLASTIA TIPO III (CON INJERTO SOBRE VENTANA SIN CADENA OSEA) +,Cirugía,PDSS 10.0,1
12529.06.3.9.00,TIROIDECTOMIA PARCIAL SOD §,Cirugía,PDSS 10.0,1
12530.06.3.9.02,TIROIDECTOMIA RESIDUAL,Cirugía,PDSS 10.0,1
12536.06.3.9.03,TIROIDECTOMIA SUBTOTAL (LOBECTOMIA TIROIDEA PARCIAL DE AMBOS LOBULOS O TOTAL DE UNO Y PARCIAL DE OTRO),Cirugía,PDSS 10.0,1
12578.77.7.0.00,TOMA DE INJERTO OSEO SOD +,Cirugía,PDSS 10.0,1
12587.87.9.5.20,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS INFERIORES Y ARTICULACIONES,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12590.87.9.5.10,TOMOGRAFIA AXIAL COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12594.87.9.1.31,TOMOGRAFIA AXIAL COMPUTADA DE SENOS PARANASALES O CARA (CORTES AXIALES Y C ORONALES),Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12619.95.1.5.00,TOPOGRAFIA CORNEAL COMPUTARIZADA SOD,Cirugía,PDSS 10.0,1
12621.34.2.0.00,TORACENTESIS DIAGNOSTICA SOD,Cirugía,PDSS 10.0,1
12629.34.0.3.00,TORACOSTOMIA ABIERTA CON RESECCION COSTAL SOD,Cirugía,PDSS 10.0,1
12632.34.0.2.00,TORACOTOMIA EXPLORATORIA SOD,Cirugía,PDSS 10.0,1
12641.93.4.2.01,TRACCION CUTANEA PARA DESCOMPRESION DE CANAL RAQUIDEO SEGMENTO LUMBAR +,Rehabilitación,PDSS 10.0,1
12681.35.8.8.01,TRANSPOSICION DEL RETORNO VENOSO CON PARCHE O SEPTACION INTERAURICULAR [MUSTARD Y SENNING],Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
12690.31.1.3.00,TRAQUEOSTOMIA SOD,Cirugía,PDSS 10.0,1
12692.31.1.2.00,TRAQUEOTOMIA TEMPORAL SOD +,Cirugía,PDSS 10.0,1
12808.38.0.8.10,TROMBOLISIS DE ARTERIAS DE MIEMBROS INFERIORES VIA ENDOVASCULAR,Cirugía,PDSS 10.0,1
12809.38.0.2.10,TROMBOLISIS DE VASOS DE CABEZA Y CUELLO VIA ENDOVASCULAR,Cirugía,PDSS 10.0,1
12810.38.0.9.10,TROMBOLISIS DE VENAS DE MIEMBROS INFERIORES VIA ENDOVASCULAR,Cirugía,PDSS 10.0,1
12816.21.6.1.00,"TURBINECTOMIA POR DIATERMIA, CRIO O ELECTROCOAGULACION SOD +",Cirugía,PDSS 10.0,1
12820.21.8.7.02,TURBINOPLASTIA ENDOSCOPICA VIA TRANSNASAL,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12822.21.8.7.01,TURBINOPLASTIA VIA TRANSNASAL,Cirugía,PDSS 10.0,1
12828.88.1.3.40,ULTRASONOGRAFIA DE ABDOMEN: MASAS ABDOMINALES Y DE RETROPERITONEO +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12834.88.1.5.01,ULTRASONOGRAFÍA DE PROSTATA TRANSABDOMINAL +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12835.88.1.5.02,ULTRASONOGRAFÍA DE PROSTATA TRANSRECTAL +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12854.88.1.4.02,ULTRASONOGRAFIA PELVICA GINECOLOGICA TRANSABDOMINAL,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12855.88.1.4.01,ULTRASONOGRAFÍA PELVICA GINECOLOGICA TRANSVAGINAL +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12858.88.1.5.11,ULTRASONOGRAFIA TESTICULAR CON ANALISIS DOPPLER,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12878.56.2.2.01,URETEROLITOTOMIA POR URETEROTOMIA (VÍA ABIERTA),Cirugía,PDSS 10.0,1
12892.87.7.8.63,URETROCISTOGRAFIA RETROGRADA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12896.87.7.8.71,URETROGRAFIA RETROGRADA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12913.89.2.0,URODINAMIA +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12916.89.2.4,UROFLUJOMETRIA (UFM) +,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
12921.27.6.2.07,UVULOPALATOFARlNGOPLASTIA,Cirugía,PDSS 10.0,1
12961.70.4.1.00,VAGINECTOMIA O COLPECTOMIA TOTAL SOD,Cirugía,PDSS 10.0,1
12982.63.1.0.10,VARICOCELECTOMIA CON LIGADURA ALTA DE VENA ESPERMATICA,Cirugía,PDSS 10.0,1
12983.63.1.0.11,VARICOCELECTOMIA CON PRESERVACION DE ARTERIA,Cirugía,PDSS 10.0,1
13052.31.4.2.02,VIDEO NASOFIBROLARINGOSCOPIA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
13084.14.7.1.00,VITRECTOMIA VIA ANTERIOR SOD +,Cirugía,PDSS 10.0,1
13089.14.7.4.00,VITRECTOMIA VIA POSTERIOR SOD §,Cirugía,PDSS 10.0,1
13096.71.6.2.00,VULVECTOMIA BILATERAL SIMPLE O PARCIAL SOD,Cirugía,PDSS 10.0,1
13097.71.6.1.20,"VULVECTOMIA PARCIAL O UNILATERAL (MENOS DEL 0,8 DEL AREA VULVAR)",Cirugía,PDSS 10.0,1
13099.71.5.1.00,VULVECTOMIA RADICAL SOD +,Cirugía,PDSS 10.0,1
13101.71.5.2.00,VULVECTOMIA TOTAL O COMPLETA BILATERAL SOD,Cirugía,PDSS 10.0,1
13108.45.6.2.02,YEYUNECTOMIA,Cirugía,PDSS 10.0,1
13114.0,SALA DE EMERGENCIA Y/O URGENCIA,Emergencia,PDSS 10.0,1
13115.0,CONSULTA PRE-ANESTESICA,Partos,PDSS 10.0,1
13116.0,CONSULTA EN EMERGENCIA (NOCTURNA),Emergencia,PDSS 10.0,1
13565.0,MEDICAMENTO ONCOLÓGICOS,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
13614.0,Servicios capitados PyP (Servicios Asistenciales),Coberturas Capitadas del PDSS,PDSS 10.0,1
13615.0,Servicios capitados Consultas,Coberturas Capitadas del PDSS,PDSS 10.0,1
13616.0,Servicios capitados Odontológicas,Coberturas Capitadas del PDSS,PDSS 10.0,1
13617.0,Servicios capitados Emergencias,Coberturas Capitadas del PDSS,PDSS 10.0,1
13618.0,Servicios capitados Hospitalización,Coberturas Capitadas del PDSS,PDSS 10.0,1
13619.0,Servicios capitados Maternidad,Coberturas Capitadas del PDSS,PDSS 10.0,1
13620.0,Servicios capitados Cirugía,Coberturas Capitadas del PDSS,PDSS 10.0,1
13621.0,Servicios capitados Diagnosticas y Estudios Especiales,Coberturas Capitadas del PDSS,PDSS 10.0,1
13622.0,Servicios capitados Gastos Médicos Mayores,Coberturas Capitadas del PDSS,PDSS 10.0,1
13623.0,Servicios capitados Hemoterapia,Coberturas Capitadas del PDSS,PDSS 10.0,1
13624.0,Servicios capitados Rehabilitación,Coberturas Capitadas del PDSS,PDSS 10.0,1
13625.0,Servicios capitados Medicamentos Ambulatorios,Coberturas Capitadas del PDSS,PDSS 10.0,1
13642.0,ANGIOTOMOGRAFIA CORONARIA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
13656.0,ARTERIOGRAFIA RENAL,Trasplante Renal,PDSS 10.0,1
13787.0,MARCAJE POR SONOGRAFIA SONODIRIGIDO,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
13788.0,MARCAJE POR MAMOGRAFIA,Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
13819.0,COLOCACION DE MARCAPASOS TEMPORAL TRANSITORIO,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
13901.0,OMENTECTOMIA VIA LAPAROSCOPICA,Cirugía,PDSS 10.0,1
13918.0,UROGRAFIA POR TOMOGRAFIA (UROTAC),Apoyo Diagnóstico (Dx) en Internamiento y Ambulatoria,PDSS 10.0,1
14018.0,ACIDO ACETICO,Medicamentos Ambulatorios,PDSS 10.0,1
14019.0,ABACAVIR SULFATO,Medicamentos Ambulatorios,PDSS 10.0,1
14020.0,ACENOCUMAROL (ACENOCUMARINA),Medicamentos Ambulatorios,PDSS 10.0,1
14021.0,ACETAMINOFEN,Medicamentos Ambulatorios,PDSS 10.0,1
14022.0,ACETATO DE FLUDROCORTISONA,Medicamentos Ambulatorios,PDSS 10.0,1
14024.0,ACETATO DE MEDROXIPROGESTERONA + CIPIONATO DE ESTRADIOL,Medicamentos Ambulatorios,PDSS 10.0,1
14025.0,ACETATO DE MEGESTROL,Medicamentos Ambulatorios,PDSS 10.0,1
14026.0,ACETAZOLAMIDA,Medicamentos Ambulatorios,PDSS 10.0,1
14028.0,ACICLOVIR,Medicamentos Ambulatorios,PDSS 10.0,1
14029.0,ÁCIDO ACETILSALICILICO,Medicamentos Ambulatorios,PDSS 10.0,1
14030.0,ÁCIDO ASCÓRBICO (VITAMINA C),Medicamentos Ambulatorios,PDSS 10.0,1
14031.0,ÁCIDO FÓLICO,Medicamentos Ambulatorios,PDSS 10.0,1
14032.0,ACIDO FOLINICO (FOLINATO CALCICO),Medicamentos Ambulatorios,PDSS 10.0,1
14033.0,ACIDO FUSÍDICO,Medicamentos Ambulatorios,PDSS 10.0,1
14034.0,ÁCIDO IOPANOICO,Medicamentos Ambulatorios,PDSS 10.0,1
14035.0,ACIDO NALIDÍXICO,Medicamentos Ambulatorios,PDSS 10.0,1
14036.0,ACIDO PIPEMIDICO,Medicamentos Ambulatorios,PDSS 10.0,1
14037.0,ÁCIDO SALICILICO,Medicamentos Ambulatorios,PDSS 10.0,1
14038.0,ACIDO TOLFENÁMICO,Medicamentos Ambulatorios,PDSS 10.0,1
14039.0,ACIDO TRANEXAMICO,Medicamentos Ambulatorios,PDSS 10.0,1
14040.0,ACIDO TRICLOROACETICO,Medicamentos Ambulatorios,PDSS 10.0,1
14041.0,ÁCIDO VALPROICO (VALPROATO SÓDICO),Medicamentos Ambulatorios,PDSS 10.0,1
14042.0,ADENOSINA,Medicamentos Ambulatorios,PDSS 10.0,1
14045.0,ALBENDAZOL,Medicamentos Ambulatorios,PDSS 10.0,1
14046.0,ALBUMINA HUMANA,Medicamentos Ambulatorios,PDSS 10.0,1
14048.0,ALCOHOL POLIVINÍLICO,Medicamentos Ambulatorios,PDSS 10.0,1
14049.0,ALCURONIO,Medicamentos Ambulatorios,PDSS 10.0,1
14050.0,ALENDRONATO,Medicamentos Ambulatorios,PDSS 10.0,1
14051.0,ALFAMETILDOPA,Medicamentos Ambulatorios,PDSS 10.0,1
14052.0,ALOPURINOL,Medicamentos Ambulatorios,PDSS 10.0,1
14053.0,ALPRAZOLAM,Medicamentos Ambulatorios,PDSS 10.0,1
14054.0,ALQUITRÁN DE HULLA,Medicamentos Ambulatorios,PDSS 10.0,1
14055.0,ALUMINIO HIDRÓXIDO,Medicamentos Ambulatorios,PDSS 10.0,1
14056.0,AMBROXOL,Medicamentos Ambulatorios,PDSS 10.0,1
14057.0,AMFOTERICINA B COMO DESOXICOLATO SODICO O COMPLEJO LIPOSOMAL,Medicamentos Ambulatorios,PDSS 10.0,1
14058.0,AMIDOTRIZOATO COMO SAL DE SODIO O DE MEGLUMINA,Medicamentos Ambulatorios,PDSS 10.0,1
14060.0,AMIKACINA,Medicamentos Ambulatorios,PDSS 10.0,1
14061.0,AMILORIDA,Medicamentos Ambulatorios,PDSS 10.0,1
14062.0,AMINOACIDOS,Medicamentos Ambulatorios,PDSS 10.0,1
14063.0,AMINOFILINA,Medicamentos Ambulatorios,PDSS 10.0,1
14064.0,AMINOSIDINA (PAROMOMICINA),Medicamentos Ambulatorios,PDSS 10.0,1
14065.0,AMIODARONA,Medicamentos Ambulatorios,PDSS 10.0,1
14066.0,AMITRIPTILINA,Medicamentos Ambulatorios,PDSS 10.0,1
14067.0,AMLODIPINO,Medicamentos Ambulatorios,PDSS 10.0,1
14068.0,AMOXICILINA,Medicamentos Ambulatorios,PDSS 10.0,1
14069.0,AMOXICILINA + ÁCIDO CLAVULÁNICO,Medicamentos Ambulatorios,PDSS 10.0,1
14070.0,AMPICILINA,Medicamentos Ambulatorios,PDSS 10.0,1
14072.0,ANFEBUTAMONA (BUPROPION),Medicamentos Ambulatorios,PDSS 10.0,1
14073.0,ANFOTERICINA B,Medicamentos Ambulatorios,PDSS 10.0,1
14076.0,ANTITOXINA DIFTÉRICA,Prevención y Promoción,PDSS 10.0,1
14077.0,ANTITOXINA TETANICA (EQUINA),Prevención y Promoción,PDSS 10.0,1
14078.0,ANTITOXINA TETANICA (HUMANA),Prevención y Promoción,PDSS 10.0,1
14079.0,ATAZANAVIR + RITONAVIR,Medicamentos Ambulatorios,PDSS 10.0,1
14080.0,ATENOLOL,Medicamentos Ambulatorios,PDSS 10.0,1
14081.0,ATRACURIO,Medicamentos Ambulatorios,PDSS 10.0,1
14082.0,ATROPINA SULFATO,Medicamentos Ambulatorios,PDSS 10.0,1
14083.0,AZATIOPRINA,Medicamentos Ambulatorios,PDSS 10.0,1
14084.0,AZITROMICINA,Medicamentos Ambulatorios,PDSS 10.0,1
14085.0,AZUFRE PRECIPITADO,Medicamentos Ambulatorios,PDSS 10.0,1
14087.0,BARIO SULFATO,Medicamentos Ambulatorios,PDSS 10.0,1
14088.0,BECLOMETASONA,Medicamentos Ambulatorios,PDSS 10.0,1
14089.0,BENZOATO DE BENCILO,Medicamentos Ambulatorios,PDSS 10.0,1
14090.0,BENZOILO PERÓXIDO,Medicamentos Ambulatorios,PDSS 10.0,1
14091.0,BETAHISTINA,Medicamentos Ambulatorios,PDSS 10.0,1
14092.0,BETAMETASONA,Medicamentos Ambulatorios,PDSS 10.0,1
14093.0,BETAXOLOL,Medicamentos Ambulatorios,PDSS 10.0,1
14094.0,BICARBONATO SÓDICO,Medicamentos Ambulatorios,PDSS 10.0,1
14095.0,BIPERIDENO,Medicamentos Ambulatorios,PDSS 10.0,1
14096.0,BISMUTO SUBCITRATO,Medicamentos Ambulatorios,PDSS 10.0,1
14097.0,BISOPROLOL,Medicamentos Ambulatorios,PDSS 10.0,1
14098.0,BLEOMICINA,Medicamentos Ambulatorios,PDSS 10.0,1
14099.0,BRIMONIDINA,Medicamentos Ambulatorios,PDSS 10.0,1
14100.0,BROMAZEPAN,Medicamentos Ambulatorios,PDSS 10.0,1
14101.0,BROMHEXINA,Medicamentos Ambulatorios,PDSS 10.0,1
14102.0,BROMOCRIPTINA,Medicamentos Ambulatorios,PDSS 10.0,1
14103.0,BROMURO DE IPRATROPIO,Medicamentos Ambulatorios,PDSS 10.0,1
14104.0,BUDESONIDA,Medicamentos Ambulatorios,PDSS 10.0,1
14107.0,BUSULFAN,Medicamentos Ambulatorios,PDSS 10.0,1
14108.0,BUTILBROMURO DE HIOSCINA,Medicamentos Ambulatorios,PDSS 10.0,1
14109.0,BUTILHIOSCINA,Medicamentos Ambulatorios,PDSS 10.0,1
14111.0,CALCIO CARBONATO,Medicamentos Ambulatorios,PDSS 10.0,1
14112.0,CALCITONINA HUMANA,Medicamentos Ambulatorios,PDSS 10.0,1
14113.0,CANDESARTAN,Medicamentos Ambulatorios,PDSS 10.0,1
14114.0,CAPREOMICINA,Medicamentos Ambulatorios,PDSS 10.0,1
14115.0,CAPTOPRILO,Medicamentos Ambulatorios,PDSS 10.0,1
14116.0,CARBAMACEPINA,Medicamentos Ambulatorios,PDSS 10.0,1
14117.0,CARBÓN ACTIVADO,Medicamentos Ambulatorios,PDSS 10.0,1
14118.0,CARBONATO DE LITIO,Medicamentos Ambulatorios,PDSS 10.0,1
14119.0,CARBOPLATINO,Medicamentos Ambulatorios,PDSS 10.0,1
14120.0,CARVEDILOL,Medicamentos Ambulatorios,PDSS 10.0,1
14121.0,CEFADROXILO,Medicamentos Ambulatorios,PDSS 10.0,1
14122.0,CEFALEXINA,Medicamentos Ambulatorios,PDSS 10.0,1
14123.0,CEFAZOLINA,Medicamentos Ambulatorios,PDSS 10.0,1
14124.0,CEFEPIMA,Medicamentos Ambulatorios,PDSS 10.0,1
14125.0,CEFOTAXIMA,Medicamentos Ambulatorios,PDSS 10.0,1
14126.0,CEFTAZIDIMA,Medicamentos Ambulatorios,PDSS 10.0,1
14127.0,CEFTRIAXONA,Medicamentos Ambulatorios,PDSS 10.0,1
14128.0,CETIRIZINA,Medicamentos Ambulatorios,PDSS 10.0,1
14129.0,CICLOFOSFAMIDA,Medicamentos Ambulatorios,PDSS 10.0,1
14130.0,CICLOPENTOLATO CLORHIDRATO,Medicamentos Ambulatorios,PDSS 10.0,1
14131.0,CICLOSERINA,Medicamentos Ambulatorios,PDSS 10.0,1
14132.0,CICLOSPORINA,Atenciones de Alto Costo y de Máximo Nivel de Complejidad,PDSS 10.0,1
